Author,Committer,Date,Message,Check Runs,Weekday,Year and Month
mcostalba,mcostalba,2013-06-13 05:42:43+00:00,Don't use std::vector::data()  It is a C++11 only function.  Reported by Eelco.  No functional change.,True,3,2013-06-01
mcostalba,mcostalba,2013-06-09 21:36:46+00:00,Fix again early stop ss pointer  Fix was wrong becuase search starts from ss+1; code is a bit tricky here; so rewrite in a way to be more easy to read and understand.  Spotted by Eelco.  No functional change.,True,6,2013-06-01
mcostalba,mcostalba,2013-06-09 21:27:07+00:00,Don't need to expose namespace Zobrist  It can be local to position.cpp  No functional change.,True,6,2013-06-01
mcostalba,mcostalba,2013-06-09 11:54:38+00:00,Zobrist::init() should be Position::init()  No functional change.,True,6,2013-06-01
mcostalba,mcostalba,2013-06-09 11:10:21+00:00,Convert pieceSquareTable to 3 dimensions  No functional change.,True,6,2013-06-01
mcostalba,mcostalba,2013-06-09 10:56:05+00:00,More consistent 'piece' variable naming  No functional change.,True,6,2013-06-01
mcostalba,mcostalba,2013-06-09 10:44:04+00:00,Introduce operator~(Piece c)  Small syntactic sugar to reverse piece color.  No functional change.,True,6,2013-06-01
mcostalba,mcostalba,2013-06-09 10:32:16+00:00,Retire psq_delta()  No functional change.,True,6,2013-06-01
mcostalba,mcostalba,2013-06-09 09:52:39+00:00,Use alpha instead of beta-1  It is more directly related to a fail-low.  No functional change.,True,6,2013-06-01
mcostalba,mcostalba,2013-06-09 09:01:11+00:00,Fix incorrect 'ss' pointer in early stop check  The exclusion search used to verify one move is much better than other shall be called with 'ss' and not 'ss+1'  No functional change.,True,6,2013-06-01
dorzechowski,mcostalba,2013-06-08 09:01:28+00:00,Fix a typo  No functional change.,True,5,2013-06-01
mcostalba,mcostalba,2013-06-08 08:56:20+00:00,Fix search log when using skills  In case of we pick a sub-optimal move be sure to print this; and not the best one on seach log file.  Bug spotted by Guenther Demetz.  No functional change.,True,5,2013-06-01
mcostalba,mcostalba,2013-06-01 14:19:42+00:00,Fix a crash when 'go' multiple times  Search is started after setting a position and issuing UCI 'go' command. Then if we stop the search and call 'go' again without setting a new position it is assumed that the previous setup is preserved; but this is not the case because what happens is that SetupStates is reset to NULL; leading to a crash as soon as RootPos.is_draw() is called because st->previous is now stale.  UCI protocol is not very clear about requiring that a position is setup always before launching a search; so here we easy the life of GUI developers assuming that the current state is preserved after returning from a 'stop' command.  Bug reported by Gregor Cramer.  No functional change.,True,5,2013-06-01
mcostalba,mcostalba,2013-06-01 11:17:39+00:00,Assorted renaming in evaluation  And some reshuffle too.  No functional change.,True,5,2013-06-01
jundery,mcostalba,2013-05-31 07:17:48+00:00,Passed pawn tuning  A small number of tests with simulated annealing at 15s indicated these values may be better  And this is verified at long 60+0.05 TC LLR: 2.95 (-2.94;2.94) Total: 40658 W: 7821 L: 7501 D: 25336  bench: 4931544,True,4,2013-05-01
mcostalba,mcostalba,2013-05-27 15:43:38+00:00,Shrink engine UCI name  Some GUI have problems with long names.  Reported by George Speight.  No functional change.,True,0,2013-05-01
mcostalba,mcostalba,2013-05-25 11:14:41+00:00,Add Pawn Structure also to polyglot.ini  No functional change.,True,5,2013-05-01
mcostalba,mcostalba,2013-05-25 10:38:14+00:00,"Re-add ""Pawn Structure"" UCI option  And reshuffle the code to not special case this parameter.  No functional change.",True,5,2013-05-01
mcostalba,mcostalba,2013-05-25 10:01:50+00:00,More uniform tracing code  No functional change.,True,5,2013-05-01
uriblass,mcostalba,2013-05-23 15:59:39+00:00,"Bunch of 3 small patches  This patch is the sum of:  - Grainsize of 4 instead of 8  - Removing ""depth < DEPTH_ZERO""  - Change DEPTH_QS_RECAPTURES = -5 to -7  All the patches individually failed to pass SPRT but scored around 50%.  Together they pass easily short TC: LLR: 2.96 (-2.94;2.94) Total: 4429 W: 964 L: 844 D: 2621  And with some difficult long TC of 60+0.05: LLR: 2.95 (-2.94;2.94) Total: 64133 W: 11968 L: 11532 D: 40633  bench: 4821467",True,3,2013-05-01
mcostalba,mcostalba,2013-05-19 20:00:49+00:00,Microptimize MoveList loop  Add MOVE_NONE at the tail; this allows to loop across MoveList checking for *it != MOVE_NONE; and because *it is used imediately after compiler is able to reuse it.  With this small patch perft speed increased of 3%  And it is also a semplification !  No functional change.,True,6,2013-05-01
mcostalba,mcostalba,2013-05-19 19:41:56+00:00,Delay killers[] initialization  Most of the time we cut-off earlier; at captures; so this results in useless work.  There is a small functionality change becuase 'ss' can change from MovePicker c'tor to when killers are tried due; for instance; to singular search.  bench: 4603795,True,6,2013-05-01
mcostalba,mcostalba,2013-05-19 19:36:23+00:00,Reduce countermoves less in LMR  Passed SPRT for both short TC 15+0.05: LLR: 2.95 (-2.94;2.94) Total: 17724 W: 3756 L: 3598 D: 10370  And long TC 60+0.05: LLR: 2.95 (-2.94;2.94) Total: 22672 W: 4232 L: 4011 D: 14429  bench: 4418832,True,6,2013-05-01
mcostalba,mcostalba,2013-05-19 11:28:25+00:00,Mimic an iterator for looping across MoveList  Seems more conventional.  No functional change.,True,6,2013-05-01
zamar,mcostalba,2013-05-16 14:20:50+00:00,"Use two counter moves instead of one  Very good at long 60""+0.05 TC LLR: 2.95 (-2.94;2.94) Total: 5954 W: 1151 L: 1016 D: 3787  [edit: slightly changed form original patch to avoid useless loop  across killers when killer is MOVE_NONE]  bench: 4327405",True,3,2013-05-01
mcostalba,mcostalba,2013-05-15 18:59:56+00:00,"Rename Refutation to Countermove  Use proper naming according to:  http://chessprogramming.wikispaces.com/Countermove+Heuristic  The name of this idea is ""Countermove Heuristic"" and was first introduced by Jos Uiterwijk in 1992  No functional change.",True,2,2013-05-01
uriblass,mcostalba,2013-05-14 22:34:05+00:00,Increased mobility array  Performed more or less well at short TC LLR: 2.95 (-2.94;2.94) Total: 50517 W: 9815 L: 9574 D: 31128  And a bit better at long TC LLR: 2.96 (-2.94;2.94) Total: 15564 W: 2805 L: 2624 D: 10135  bench: 4375253,True,1,2013-05-01
mcostalba,mcostalba,2013-05-14 22:06:11+00:00,Revert trapped rook bug fix  It seems that do  not limiting checking the trapped rook only on rank 1 improves the score.  At long TC LLR: 2.97 (-2.94;2.94) Total: 6581 W: 1346 L: 1204 D: 4031  bench: 4985012,True,1,2013-05-01
glinscott,mcostalba,2013-05-14 21:52:44+00:00,Minor bugfixes to refutation table  Don't update refutation table in case of previous move is MOVE_NULL or MOVE_NONE and don't try refutation if is already a killer move.  Pass both short TC LLR: 2.96 (-2.94;2.94) Total: 4310 W: 953 L: 869 D: 2488  And long one LLR: 2.95 (-2.94;2.94) Total: 6707 W: 1254 L: 1184 D: 4269  bench: 4785954,True,1,2013-05-01
mcostalba,mcostalba,2013-05-13 18:42:44+00:00,Reformat previous patch  No functional change.,True,0,2013-05-01
zamar,mcostalba,2013-05-13 17:48:41+00:00,Enable refuation table  Very good result both at short TC 15+0.05 LLR: 2.95 (-2.94;2.94) Total: 2803 W: 596 L: 483 D: 1724  And at long TC 60+0.05 LLR: 2.95 (-2.94;2.94) Total: 2862 W: 548 L: 431 D: 1883  bench: 4329221,True,0,2013-05-01
zamar,zamar,2013-05-12 20:21:46+00:00,Simple always overwrite Refutation table,True,6,2013-05-01
mcostalba,mcostalba,2013-05-11 09:49:44+00:00,Use Them instead of ~Us  Unortunatly we have no guarantee that the call to operator~(Color c) is resolved at compile time.  Perhaps the solution would be to use C++11 const_expr; but for now simply use the good old-style ternary operator that works as expected.  No functional change.,True,5,2013-05-01
mcostalba,mcostalba,2013-05-11 09:13:06+00:00,Some code reformat in evaluate_pieces  No functional change.,True,5,2013-05-01
mcostalba,mcostalba,2013-05-09 17:09:51+00:00,Simplify previous patch  No functional change.,True,3,2013-05-01
mcostalba,mcostalba,2013-05-08 21:04:11+00:00,Merge 'passed_pawns' tweaks  Good at both short and long TC  15+0.05 LLR: 2.96 (-2.94;2.94) Total: 28220 W: 5531 L: 5349 D: 17340  TC 60+0.05 LLR: 2.95 (-2.94;2.94) Total: 12612 W: 2221 L: 2057 D: 8334  bench: 4857939,True,2,2013-05-01
R-Peleg,mcostalba,2013-05-05 20:51:18+00:00,Avoid explicit bitwise operators  No functional change.  Signed-off-by: Marco Costalba <mcostalba@gmail.com>,True,6,2013-05-01
jundery,jundery,2013-05-05 17:12:04+00:00,Passed pawn eval  Use a stepped function to evaluate bonuses and add the bonus to the middle game  bench: 4857939,True,6,2013-05-01
mcostalba,mcostalba,2013-05-05 11:46:26+00:00,Merge increased 'movecount' pruning  Good at both short and long TC  15+0.05 LLR: 2.95 (-2.94;2.94) Total: 13814 W: 2731 L: 2588 D: 8495  TC 60+0.05 LLR: 2.95 (-2.94;2.94) Total: 18013 W: 3136 L: 2946 D: 11931  bench: 4306557,True,6,2013-05-01
mcostalba,mcostalba,2013-05-05 10:31:32+00:00,Simplify previous condition  No functional change.,True,6,2013-05-01
mcostalba,mcostalba,2013-05-05 10:27:11+00:00,Fix trapped rook condition  A rook is trapped if on rank 1 as is the king. Currently the condition aloows for the rook to be also in front of the pawns as long as king is on first rank.  Verified with short TC test: LLR: -1.71 (-2.94;2.94) Total: 23234 W: 4317 L: 4317 D: 14600  Here what it counts is that after 23K games result is equal.  bench: 4696542,True,6,2013-05-01
mcostalba,mcostalba,2013-05-04 10:15:31+00:00,Further simplify previous patch  No functional change.,True,5,2013-05-01
R-Peleg,mcostalba,2013-05-04 09:13:22+00:00,Merge some conditions  No functional change.  Signed-off-by: Marco Costalba <mcostalba@gmail.com>,True,5,2013-05-01
mcostalba,mcostalba,2013-05-03 13:24:54+00:00,Drop some redundant defined(_WIN64)  When it is already defined(_WIN32).  According to Microsoft documentation: http://msdn.microsoft.com/en-us/library/b0084kay.aspx  _WIN32 Defined for applications for Win32 and Win64. Always defined.  _WIN64 Defined for applications for Win64.  Patch suggested by Joona.  No functional change.,True,4,2013-05-01
mcostalba,mcostalba,2013-05-03 08:26:03+00:00,Print time and node count before search ends  This info is normally printed together with PV info in uci_pv() but when search is stopped; for instance when max search time is reached; uci_pv is not called and we miss this bits.  Suggested by gravy_train  No functional change.,True,4,2013-05-01
mcostalba,mcostalba,2013-05-03 08:12:31+00:00,"Merge mobility area tweak  A nice improvment.  Was good at 15+0.05 LLR: 2.96 (-2.94;2.94) Total: 10731 W: 2176 L: 2040 D: 6515  And at 60""+0.05 LLR: 2.96 (-2.94;2.94) Total: 10601 W: 1968 L: 1810 D: 6823  bench: 4676606",True,4,2013-05-01
glinscott,glinscott,2013-05-02 18:37:55+00:00,Fix rounding issue,True,3,2013-05-01
glinscott,glinscott,2013-05-02 13:47:34+00:00,More aggressive move count pruning,True,3,2013-05-01
mcostalba,mcostalba,2013-05-02 07:38:23+00:00,Another take at TT alignment  This time revert to original version but using uintptr_t instead of size_t  Suggested by Lucas.  No functional change.,True,3,2013-05-01
mcostalba,mcostalba,2013-05-01 21:42:16+00:00,"Re-add ""Cache line aligned TT""  But this time do not play with pointers; in particular do not assume that size_t is an unsigned type of the same width as pointers.  This code should be fully portable.  No functional change.",True,2,2013-05-01
jhellis3,jhellis3,2013-05-01 07:37:50+00:00,Tweak Mobility Area  Only consider pawns and the king as restricting.,True,2,2013-05-01
mcostalba,mcostalba,2013-04-30 18:01:07+00:00,Restore development version  No functional change.,True,1,2013-04-01
mcostalba,mcostalba,2013-04-30 17:42:43+00:00,Stockfish 3  Stockfish bench signature is: 4176431,True,1,2013-04-01
mcostalba,mcostalba,2013-04-30 17:42:21+00:00,"Revert ""Cache line aligned TT""  This reverts commit 083fe5812485597e13943b690cc24a8f25c0d140  It seems to break Android build  No functional change.",True,1,2013-04-01
mcostalba,mcostalba,2013-04-28 22:55:32+00:00,"Temporary revert ""Expose EvalInfo struct to search""  It is not needed for the release and introduces a slowdown; although very small.  Probably it will be readded after the release.  No functional change.",True,6,2013-04-01
mcostalba,mcostalba,2013-04-27 11:08:11+00:00,Fix a 'value > VALUE_INFINITE' assert  This fixes an assert while testing with debug on.  Assert was due to static null pruning returning value  eval - futility_margin(depth; (ss-1)->futilityMoveCount)  That was sometimes higher than VALUE_INFINITE triggering an assert at the caller site.  Because eval con be equal to ttValue and anyhow is read from TT that can be corrupted in SMP case; we need to sanity check it before to use.  bench: 4176431,True,5,2013-04-01
mcostalba,mcostalba,2013-04-26 17:38:11+00:00,Cache line aligned TT  Let TT clusters (16*4=64 bytes) to hold on a singe cache line. This avoids the need for the double prefetch.  Original patches by Lucas and Jean-Francois that has also tested on his AMD FX:  BIG HASHTABLE  ./stockfish bench 1024 1 18 > /dev/null  Before: 1437642 nps 1426519 nps 1438493 nps  After: 1474482 nps 1476375 nps 1475877 nps  SMALL HASHTABLE  ./stockfish bench 128 1 18 > /dev/null  Before: 1435207 nps 1435586 nps 1433741 nps  After: 1479143 nps 1471042 nps 1472286 nps  No functional change.,True,4,2013-04-01
mcostalba,mcostalba,2013-04-26 10:14:01+00:00,Fix a crash introduced few days ago  Crash is due to uninitialized ss->futilityMoveCount that when happens to be negative; yields to an out of range access in futility_margin().  Bug is subtle because it shows itself only in SMP case. Indeed in single thread mode we only use the  Stack ss[MAX_PLY_PLUS_2];  Allocated at the begin of id_loop() and due to pure (bad) luck; it happens that for all the MAX_PLY_PLUS_2 elements; ss[i].futilityMoveCount >= 0  Note that the patch does not prevent futilityMoveCount to be overwritten after; for instance singular search or null verification; but to keep things readable and because the effect is almost unmeasurable; we here prefer a slightly incorrect but simpler patch.  bench: 4311634,True,4,2013-04-01
mcostalba,mcostalba,2013-04-25 19:52:26+00:00,Store Eval::Info in Search::Stack  Instead of a pointer. This should fix the issue of remaining with a stale pointer when for instance calling IID; but also null search verification; singular search and razoring where we call search with the same ss pointer. In this case ss->ei is overwritten in the search() call and upon returning remains stale.  This patch could have a performance hit because Eval::Info is big (176 bytes) and during splitting we copy 4 ss entries.  On the good side; this patch is a clean solution.  Proposed by Gary.  No functional change.,True,3,2013-04-01
mcostalba,mcostalba,2013-04-25 10:57:37+00:00,Expose EvalInfo struct to search  Allow to use EvalInfo struct; populated by evaluation(); in search.  In particular we allocate Eval::Info on the stack and pass a pointer to this to evaluate().  Also add to Search::Stack a pointer to Eval::Info; this allows to reference eval info of previous/next nodes.  WARNING: Eval::Info is NOT initialized and is populated by evaluate(); only if the latter is called; and this does not happen in all the code paths; so care should be taken when accessing this struct.  No functional change.,True,3,2013-04-01
RyanTaker,mcostalba,2013-04-25 10:13:17+00:00,Increase rook/queen on 7th bonus  Shows an increase at 15+0.05 LLR: 3.01 (-2.94;2.94) Total: 20450 W: 4091 L: 3927 D: 12432  And at 60+0.05 LLR: 2.97 (-2.94;2.94) Total: 61432 W: 10849 L: 10441 D: 40142  bench: 4493356  Signed-off-by: Marco Costalba <mcostalba@gmail.com>,True,3,2013-04-01
mcostalba,mcostalba,2013-04-25 10:05:00+00:00,Merge Joona's increased static null pruning  The idea is to fail high more easily in static null test if in the parent node we are already very deep in the move list; so the propability to fail high there is very low.  [edit: I have slightly changed the functionality moving  ss->futilityMoveCount = moveCount;  At the end of the pruning code; this should not affect ELO in anyway; but makes code more natural and logic]  Test with SPRT is good at 15+0.05 LLR: 2.96 (-2.94;2.94) Total: 50653 W: 10024 L: 9780 D: 30849  And at 60+0.05 LLR: 2.97 (-2.94;2.94) Total: 40799 W: 7227 L: 6921 D: 26651  bench: 4530093,True,3,2013-04-01
mcostalba,mcostalba,2013-04-25 08:56:56+00:00,Fix cpu_count() on some platforms  When we use sysconf(_SC_NPROCESSORS_ONLN) to get number of cores; we have to include sysconf library that is unistd.h  Sometimes it happens to work just becuase unistd.h indirectly included by some other libraries; but not always.  Reported and fixed by Eyal BD  No functional change.,True,3,2013-04-01
zamar,zamar,2013-04-23 06:26:36+00:00,Fix potential overflow,True,1,2013-04-01
zamar,zamar,2013-04-21 13:53:27+00:00,More aggressive post-futility pruning,True,6,2013-04-01
mcostalba,mcostalba,2013-04-19 08:31:18+00:00,Skip a couple of popcount in previous patch  And some little tidy up  No functional change.,True,4,2013-04-01
mcostalba,mcostalba,2013-04-19 07:36:00+00:00,"Merge Joona's bishop+pawn tweak  The idea is to penalize a bishop in case of its pawns are on the same colored squares.  Good at short 15""+0.05 TC LLR: 2.95 (-2.94;2.94) Total: 4252 W: 925 L: 806 D: 2521  And at longer 60""+0.05 TC LLR: 2.95 (-2.94;2.94) Total: 15006 W: 2743 L: 2564 D: 9699  bench: 5274705",True,4,2013-04-01
zamar,zamar,2013-04-17 06:58:59+00:00,Try more aggressive version,True,2,2013-04-01
zamar,zamar,2013-04-16 20:20:31+00:00,Give a small penalty for bishop for each pawn on the same colored square,True,1,2013-04-01
mcostalba,mcostalba,2013-04-14 21:29:25+00:00,Skip a redundant check  Spotted by Joona  No functional change.,True,6,2013-04-01
mcostalba,mcostalba,2013-04-10 20:23:48+00:00,De-templetize Position::is_draw()  Now that we always check for repetition we don't need a template anymore.  No functional change.,True,2,2013-04-01
zamar,mcostalba,2013-04-10 20:20:40+00:00,Always check repetition  It seems stronger both at fast 15+0.05 TC with fixed game number test: ELO: 2.74 +-2.7 (95%) LOS: 97.6% Total: 24000 W: 4698 L: 4509 D: 14793  And also at long 60+0.05 TC with SPRT LLR: 3.05 (-2.94;2.94) Total: 38986 W: 6845 L: 6547 D: 25594  bench: 5157061,True,2,2013-04-01
mcostalba,mcostalba,2013-04-09 21:32:06+00:00,Simplify and speed up previous patch  Use an optinal argument instead of a template parameter. Interestingly; not only is simpler; but also faster; perhaps due to less L1 instruction cache pressure because we don't duplicate the very used SEE code path.  No functional change.,True,1,2013-04-01
zamar,mcostalba,2013-04-09 21:31:57+00:00,Document asymmetric SEE pruning trick  Here are the tests:  sprt @ 60+0.05 ELO: 3.53 +-2.8 (95%) LOS: 99.3% Total: 18794 W: 3098 L: 2907 D: 12789  16000 @ 60+0.05 ELO: 1.39 +-3.1 (95%) LOS: 81.0% Total: 16000 W: 2689 L: 2625 D: 10686  16000 @ 15+0.05 ELO: 2.82 +-3.3 (95%) LOS: 95.1% Total: 16000 W: 3148 L: 3018 D: 9834  No functional change  Signature: 4969307,True,1,2013-04-01
zamar,mcostalba,2013-04-09 21:29:58+00:00,Don't treat king safety differently in AnalysisMode  Rationale:  - Current settings seem to make engine *significantly* weaker in analysis mode. - In practice this setting only has effect when king safety scores are high. - Even in analysis mode its far more important to know if one side is getting mated; rather than get evaluation correct with 1cp accuracy.  No functional change,True,1,2013-04-01
mcostalba,mcostalba,2013-04-09 21:29:58+00:00,Rescale UCI parameters to 100  And correspondingly modify internal ones to compensate it.  No functional change.,True,1,2013-04-01
mcostalba,mcostalba,2013-04-09 21:29:58+00:00,"Tweak some UCI parameters  According to Jean-Paul this setup should be stronger than default.  And SPRT test seems to confirm it:  At fast TC 15""+0.05 ELO: 3.33 +-2.7 (95%) LOS: 99.2% Total: 25866 W: 5461 L: 5213 D: 15192  At longer TC 60""+0.05 ELO: 7.27 +-5.0 (95%) LOS: 99.8% Total: 6544 W: 1212 L: 1075 D: 4257  bench: 5473339  Signed-off-by: Marco Costalba <mcostalba@gmail.com>",True,1,2013-04-01
mcostalba,mcostalba,2013-04-09 21:29:58+00:00,Re-add 'Cowardice' and 'Aggressiveness' UCI options  I have lost my bet with Jean-Paul; so now I re-add the two options...and I am glad of it :-)  No functional change.,True,1,2013-04-01
mcostalba,mcostalba,2013-04-09 21:29:58+00:00,"Increase null verification threshold to 12 plies  Increasing depth limit to 10 plies seems stronger after 16K games at 15""+0.05 (ELO: +3.56) and also repeating the test at 60""+0.05 TC:  ELO: 2.08 +-3.1 (95%) LOS: 90.9% Total: 16000 W: 2641 L: 2545 D: 10814  Moreover setting the limit to 12 is proved stronger then limit set to 10 by direct SPRT test at 15""+0.05:  ELO: 2.56 +-2.0 (95%) LOS: 99.5% Total: 46568 W: 9240 L: 8897 D: 28431  So we directly set the limit to 12; the strongest setup.  bench: 4361224",True,1,2013-04-01
zamar,zamar,2013-04-05 18:05:32+00:00,Make use of asymmetric SEE,True,4,2013-04-01
zamar,zamar,2013-04-05 18:05:32+00:00,Fix a silly bug,True,4,2013-04-01
zamar,zamar,2013-04-05 18:05:32+00:00,Introduce asymmetric SEE.  No functional change,True,4,2013-04-01
mcostalba,mcostalba,2013-04-05 14:56:01+00:00,Lower minimum allowed TT size to 1 MB  Setting a very low TT size could be used for some specific testing.  No functional change.,True,4,2013-04-01
mcostalba,mcostalba,2013-04-05 06:59:38+00:00,"Revert ""Double Impact of Gain tables""  This reverts commit 36c82b751ce227c05bfb  Seems a regression against 2.3.1 tested with 20K games at 60""+0.05  With patch applied ELO: 15.44 +-2.8 (95%) LOS: 100.0% Total: 20000 W: 3928 L: 3040 D: 13032  Without patch applied ELO: 18.76 +-2.8 (95%) LOS: 100.0% Total: 20000 W: 3903 L: 2824 D: 13273  bench: 4781239",True,4,2013-04-01
HiraokaTakuya,mcostalba,2013-04-04 19:39:48+00:00,Don't early stop if we have a mated score  No functional change.,True,3,2013-04-01
zamar,mcostalba,2013-04-03 17:14:59+00:00,"Double Impact of Gain tables  Very unorthodox idea.  After 16000 games at 60""+0.05 ELO: 3.14 +-3.4 (95%) LOS: 96.6% Total: 13407 W: 2278 L: 2157 D: 8972  bench: 4705335",True,2,2013-04-01
mcostalba,mcostalba,2013-03-30 21:26:30+00:00,Set IID half way between d/2 and d-4  Master IID formula is depth / 2 Previous patch is depth - 4 * ONE_PLY  This one is the middle way:  (dept/2 + depth-4*ONE_PLY)/2  -> depth-2*ONE_PLY-depth/4  After 16000 games at 60+0.05 th 1 ELO: 4.08 +-3.1 (95%) LOS: 99.5% Total: 16000 W: 2742 L: 2554 D: 10704  bench: 4781239,True,5,2013-03-01
mcostalba,mcostalba,2013-03-29 21:50:04+00:00,Merge branch 'master' into increase_iid,True,4,2013-03-01
mcostalba,mcostalba,2013-03-25 19:04:49+00:00,Raise Min Split Depth  Raise the limit to 12 so to allow people to test on many cores machines.  Suggested by Gary and Martin.  No functional change.,True,0,2013-03-01
mcostalba,mcostalba,2013-03-24 22:32:21+00:00,Update bestValue when futility pruning (2)  Same idea of 5af8179647b9e80353c in qsearch() but applied to search()  After 15500 games at 15+0.05 ELO: 4.48 +-3.4 (95%) LOS: 99.5% Total: 15500 W: 3061 L: 2861 D: 9578  bench: 4985829,True,6,2013-03-01
zamar,mcostalba,2013-03-23 20:28:51+00:00,Fix bogus mate scores in some positions  Always before pruning the move; it's important to check that:  bestValue > VALUE_MATED_IN_MAX_PLY  See example position:  8/2p1p3/P1NpP3/3k4/1P1BN3/2P1P3/2Q5/6K1 w - - 0 1 http://support.stockfishchess.org/discussions/problems/268-wrong-declaring-a-forced-mate-in-3-moves  This problem was present in 2.3.1; then it was fixed by my patch.  After 24000 games at 15+0.05 ELO: 2.40 +-4.4 (95%) LOS: 95.7% Total: 24000 W: 4774 L: 4608 D: 14618  bench: 4465997,True,5,2013-03-01
jundery,mcostalba,2013-03-23 11:17:12+00:00,Use ALL_PIECES value to reference attackedBy  No functional change,True,5,2013-03-01
mcostalba,mcostalba,2013-03-22 19:57:31+00:00,Increase non-PV IID search depth  bench: 5146380,True,4,2013-03-01
mcostalba,mcostalba,2013-03-19 18:08:41+00:00,Better document bitbase loop  Thanks to Lucas to spot the weak comment and to Jundery to suggest a better one.  No functional change.,True,1,2013-03-01
glinscott,mcostalba,2013-03-18 19:40:06+00:00,"Add KNPKB endgame  In a game vs Junior; SF had the option to trade into a winning pawn endgame; and failed to do so. PGN at bottom.  This FEN was one key position: 8/2Nb1k2/6pp/4Pp2/5K1P/5PP1/8/8 w - - 5 62.  SF master chooses h5 here; with a fail high; which goes into the drawn KNPKB ending. With the patch; SF correctly chooses Ke3; which maintains chances to win.  [Event ""nTCEC - Stage 2a - Season 1""] [Site ""http://www.tcec-chess.net""] [Date ""2013.03.05""] [Round ""11.3""] [White ""Stockfish 210213""] [Black ""Junior 13.3""] [Result ""1/2-1/2""] [Variant ""normal""]  1. d4 f5 2. g3 Nf6 3. Bg2 e6 4. c4 d5 5. Nh3 c6 6. O-O Bd6 7. Bf4 Be7 8. Nd2 O-O 9. Qb3 a5 10. Rfd1 Ne4 11. Be3 Nd7 12. Nf4 Ndf6 13. f3 a4 14. Qc2 Nxd2 15. Bxd2 dxc4 16. Qxc4 b5 17. Qc3 Qb6 18. Rac1 e5 19. Nd3 exd4 20. Qxc6 Qxc6 21. Rxc6 Bd7 22. Rcc1 Be6 23. Bb4 Rae8 24. Bxe7 Rxe7 25. Nb4 Bc4 26. Bf1 Rd7 27. Rd2 Re8 28. Rcd1 Rc7 29. Ra1 Rd8 30. Rc1 Rdd7 31. Rcd1 Re7 32. Ra1 Nd5 33. Nc2 Ne3 34. Nxd4 Bxa2 35. Nxb5 Rc5 36. Nd4 Bf7 37. Kf2 g6 38. Rd3 Nxf1 39. Kxf1 Rc4 40. b3 axb3 41. Nxb3 Kf8 42. Rd8+ Re8 43. Rxe8+ Bxe8 44. Kf2 Ke7 45. Ra7+ Bd7 46. Ke1 Rc3 47. Rb7 Rc2 48. Kd1 Rc4 49. Kd2 Kd6 50. Kd3 Rc7 51. Rxc7 Kxc7 52. Kd4 Kd6 53. Nc5 Bb5 54. e4 Be2 55. e5+ Ke7 56. Ke3 Bd1 57. Kf4 h6 58. h3 Kf7 59. h4 Bc2 60. Na6 Ba4 61. Nc7 Bd7 62. h5 g5+ 63. Ke3 Ba4 64. f4 Bd1 65. fxg5 hxg5 66. h6 Kg6 67. e6 f4+ 68. gxf4 gxf4+ 69. Kxf4 Bh5 70. Ke5 Kh7 71. Kf6 Kxh6 72. Na6 Bg4 73. e7 Bh5 74. Nc7 Bg6 75. Nd5 Be8 76. Ne3 Kh7 77. Nc4 Kh6 78. Nd2 Kh5 79. Nf3 Kg4 80. Nd4 Bh5 81. Ne6 Be8 82. Nc5 Kf3 83. Kf5 Ke3 84. Ke5 Ke2 85. Kf4 Kd2 86. Ne4+ Kd3 87. Ke5 Ke3 88. Nf6 Bf7 89. Nd5+ Kf3 90. Kf5 Ke2 91. Ke4 Be8 92. Nc3+ Kd2 93. Kd4 Kc2 94. Nd5 Kd1 95. Nf6 Bf7 96. Ne4 Be8 97. Ke3 Kc2 98. Nd6 Bd7 99. Kd4 Kd1 100. Kd3 Ba4 101. Nc4 Bb5 102. Kc3 Be8 103. Nb2+ Ke1 104. Kd3 Kf2 105. Nd1+ 1/2-1/2  No functional change (just because bench does not change)",True,0,2013-03-01
mcostalba,mcostalba,2013-03-16 10:20:03+00:00,Further increase SEE prune depth  After 16000 games at 60+0.05 ELO: 2.89 +-5.4 (95%) LOS: 96.5% Total: 16000 W: 2775 L: 2642 D: 10583  bench: 5442365,True,5,2013-03-01
mcostalba,mcostalba,2013-03-16 10:12:35+00:00,"Revert ""Check for easy move just once""  This reverts commit a24da071f0d6128c633febab7df55f14475217c3  Seems a regression when tested against 2.3.1  With this patch; have after 20000 games at 60+0.05; we have  ELO: 13.42 +-4.8 (95%) LOS: 100.0% Total: 20000 W: 3746 L: 2974 D: 13280  Instead with the patch reverted:  ELO: 16.62 +-4.8 (95%) LOS: 100.0% Total: 20000 W: 3816 L: 2860 D: 13324  Although we are within error bounds here we take the conservative approach of not introducing changes that are not proved stronger It doesn't mean that the change shall be weaker; simply that we don't want to take any risk.  No functional change.",True,5,2013-03-01
RyanTaker,mcostalba,2013-03-15 08:14:00+00:00,Improved Readability of Material  This is a non-functional change that simply changes the look of the code to help clarity.  No functional change.,True,4,2013-03-01
jundery,mcostalba,2013-03-12 18:58:32+00:00,Do more work between prefetch and querying transposition table  More time to load the cache line before access  No functional change.,True,1,2013-03-01
